num_proc, num_proc_row, num_proc_col, block_size, mat_A_rows, mat_A_cols, mat_B_rows, mat_B_cols, gflops, elapsed_time, max_diff, max_rel_diff
1, 1, 1, 32, 32, 32, 32, 32, 0.060787, 1.078131, 0.000000, 0.000000e+00
1, 1, 1, 32, 32, 64, 64, 32, 0.247048, 0.530552, 0.000000, 0.000000e+00
1, 1, 1, 32, 32, 128, 128, 32, 0.376323, 0.696593, 0.000000, 0.000000e+00
1, 1, 1, 32, 32, 156, 156, 32, 0.406164, 0.786599, 0.000000, 0.000000e+00
1, 1, 1, 32, 64, 64, 64, 64, 0.559251, 0.937482, 0.000000, 0.000000e+00
1, 1, 1, 32, 64, 32, 32, 64, 0.433363, 0.604906, 0.000000, 0.000000e+00
1, 1, 1, 32, 64, 128, 128, 64, 0.774665, 1.353586, 0.000000, 0.000000e+00
1, 1, 1, 32, 64, 156, 156, 64, 0.808691, 1.580272, 0.000000, 0.000000e+00
1, 1, 1, 32, 128, 128, 128, 128, 1.201845, 3.489889, 0.000000, 0.000000e+00
1, 1, 1, 32, 128, 32, 32, 128, 0.474676, 2.209034, 0.000000, 0.000000e+00
1, 1, 1, 32, 128, 64, 64, 128, 1.206918, 1.737610, 0.000000, 0.000000e+00
1, 1, 1, 32, 128, 156, 156, 128, 1.251983, 4.082969, 0.000000, 0.000000e+00
1, 1, 1, 32, 256, 256, 256, 256, 1.443878, 23.239107, 0.000000, 0.000000e+00
1, 1, 1, 32, 256, 32, 32, 256, 1.197685, 3.502009, 0.000000, 0.000000e+00
1, 1, 1, 32, 256, 64, 64, 256, 1.442631, 5.814797, 0.000000, 0.000000e+00
1, 1, 1, 32, 256, 128, 128, 256, 1.299333, 12.912176, 0.000000, 0.000000e+00
1, 1, 1, 32, 256, 156, 156, 256, 1.433976, 14.259119, 0.000000, 0.000000e+00
1, 1, 1, 32, 400, 400, 400, 400, 1.555193, 82.304897, 0.000000, 0.000000e+00
1, 1, 1, 32, 400, 32, 32, 400, 1.475993, 6.937703, 0.000000, 0.000000e+00
1, 1, 1, 32, 400, 64, 64, 400, 1.648045, 12.426844, 0.000000, 0.000000e+00
1, 1, 1, 32, 400, 128, 128, 400, 1.587180, 25.806779, 0.000000, 0.000000e+00
1, 1, 1, 32, 400, 156, 156, 400, 1.576283, 31.669439, 0.000000, 0.000000e+00
1, 1, 1, 32, 512, 512, 512, 512, 1.058049, 253.708015, 0.000000, 0.000000e+00
1, 1, 1, 32, 512, 32, 32, 512, 0.500254, 33.537400, 0.000000, 0.000000e+00
1, 1, 1, 32, 512, 64, 64, 512, 1.481646, 22.646730, 0.000000, 0.000000e+00
1, 1, 1, 32, 512, 128, 128, 512, 1.473077, 45.556927, 0.000000, 0.000000e+00
1, 1, 1, 32, 512, 156, 156, 512, 1.448539, 56.463055, 0.000000, 0.000000e+00
1, 1, 1, 32, 800, 800, 800, 800, 1.421529, 720.351213, 0.000000, 0.000000e+00
1, 1, 1, 32, 800, 32, 32, 800, 1.593852, 25.698753, 0.000000, 0.000000e+00
1, 1, 1, 32, 800, 64, 64, 800, 1.838575, 44.556257, 0.000000, 0.000000e+00
1, 1, 1, 32, 800, 128, 128, 800, 1.631710, 100.409996, 0.000000, 0.000000e+00
1, 1, 1, 32, 800, 156, 156, 800, 1.588158, 125.730588, 0.000000, 0.000000e+00
1, 1, 1, 32, 1024, 1024, 1024, 1024, 0.580353, 3700.305370, 0.000000, 0.000000e+00
1, 1, 1, 32, 1024, 32, 32, 1024, 1.194680, 56.173091, 0.000000, 0.000000e+00
1, 1, 1, 32, 1024, 64, 64, 1024, 1.197256, 112.104413, 0.000000, 0.000000e+00
1, 1, 1, 32, 1024, 128, 128, 1024, 1.241077, 216.292381, 0.000000, 0.000000e+00
1, 1, 1, 32, 1024, 156, 156, 1024, 1.078246, 303.414718, 0.000000, 0.000000e+00
1, 1, 1, 32, 2048, 2048, 2048, 2048, 0.415816, 41316.043106, 0.000000, 0.000000e+00
1, 1, 1, 32, 2048, 32, 32, 2048, 1.236363, 217.116948, 0.000000, 0.000000e+00
1, 1, 1, 32, 2048, 64, 64, 2048, 1.216093, 441.472036, 0.000000, 0.000000e+00
1, 1, 1, 32, 2048, 128, 128, 2048, 1.218475, 881.217485, 0.000000, 0.000000e+00
1, 1, 1, 32, 2048, 156, 156, 2048, 1.215956, 1076.209094, 0.000000, 0.000000e+00
1, 1, 1, 32, 3000, 3000, 3000, 3000, 1.180428, 45746.111042, 0.000000, 0.000000e+00
1, 1, 1, 32, 3000, 32, 32, 3000, 1.701133, 338.597801, 0.000000, 0.000000e+00
1, 1, 1, 32, 3000, 64, 64, 3000, 1.800490, 639.825953, 0.000000, 0.000000e+00
1, 1, 1, 32, 3000, 128, 128, 3000, 1.563547, 1473.572586, 0.000000, 0.000000e+00
1, 1, 1, 32, 3000, 156, 156, 3000, 1.547990, 1813.965130, 0.000000, 0.000000e+00
1, 1, 1, 32, 4096, 4096, 4096, 4096, 0.174101, 789419.618735, 0.000000, 0.000000e+00
1, 1, 1, 32, 4096, 32, 32, 4096, 1.451177, 739.910902, 0.000000, 0.000000e+00
1, 1, 1, 32, 4096, 64, 64, 4096, 1.311916, 1636.906329, 0.000000, 0.000000e+00
1, 1, 1, 32, 4096, 128, 128, 4096, 1.240765, 3461.547565, 0.000000, 0.000000e+00
1, 1, 1, 32, 4096, 156, 156, 4096, 1.202530, 4352.899086, 0.000000, 0.000000e+00
1, 1, 1, 32, 6000, 6000, 6000, 6000, 1.093136, 395193.192754, 0.000000, 0.000000e+00
1, 1, 1, 32, 6000, 32, 32, 6000, 1.739302, 1324.669677, 0.000000, 0.000000e+00
1, 1, 1, 32, 6000, 64, 64, 6000, 1.770755, 2602.279965, 0.000000, 0.000000e+00
1, 1, 1, 32, 6000, 128, 128, 6000, 1.556488, 5921.021174, 0.000000, 0.000000e+00
1, 1, 1, 32, 6000, 156, 156, 6000, 1.549095, 7250.686996, 0.000000, 0.000000e+00
1, 1, 1, 32, 8192, 32, 32, 8192, 1.385951, 3098.932092, 0.000000, 0.000000e+00
1, 1, 1, 32, 8192, 64, 64, 8192, 1.281315, 6703.998431, 0.000000, 0.000000e+00
1, 1, 1, 32, 8192, 128, 128, 8192, 0.781399, 21986.042150, 0.000000, 0.000000e+00
1, 1, 1, 32, 8192, 156, 156, 8192, 0.641348, 32646.786650, 0.000000, 0.000000e+00
1, 1, 1, 32, 10000, 10000, 10000, 10000, 1.009453, 1981270.609299, 0.000000, 0.000000e+00
1, 1, 1, 32, 10000, 32, 32, 10000, 1.722080, 3716.435853, 0.000000, 0.000000e+00
1, 1, 1, 32, 10000, 64, 64, 10000, 1.743606, 7341.108640, 0.000000, 0.000000e+00
1, 1, 1, 32, 10000, 128, 128, 10000, 1.591858, 16081.835748, 0.000000, 0.000000e+00
1, 1, 1, 32, 10000, 156, 156, 10000, 1.563278, 19958.060877, 0.000000, 0.000000e+00
2, 2, 1, 32, 32, 32, 32, 32, 0.021018, 3.118028, 0.000000, 0.000000e+00
2, 2, 1, 32, 32, 64, 64, 32, 0.040378, 3.246155, 0.000000, 0.000000e+00
2, 2, 1, 32, 32, 128, 128, 32, 0.068474, 3.828352, 0.000000, 0.000000e+00
2, 2, 1, 32, 32, 156, 156, 32, 0.099102, 3.223845, 0.000000, 0.000000e+00
2, 2, 1, 32, 64, 64, 64, 64, 0.137023, 3.826281, 0.000000, 0.000000e+00
2, 2, 1, 32, 64, 32, 32, 64, 0.070594, 3.713384, 0.000000, 0.000000e+00
2, 2, 1, 32, 64, 128, 128, 64, 0.208348, 5.032813, 0.000000, 0.000000e+00
2, 2, 1, 32, 64, 156, 156, 64, 0.294913, 4.333312, 0.000000, 0.000000e+00
2, 2, 1, 32, 128, 128, 128, 128, 0.607145, 6.908242, 0.000000, 0.000000e+00
